,show_number,air_date,round,category_title,value,data_q,data_a,classes,combined,filtered_sentence
130,3751,12/18/2000,Jeopardy!,TV ACTORS & ROLES,$300 ,"""(Hi, I'm Wallace Langham) I played Don Kirshner in VH1's TV movie about this quartet who sang """"Daydream Believer""""""",The Monkees,music,"""TV ACTORS & ROLES (Hi, I'm Wallace Langham) I played Don Kirshner in VH1's TV movie about this quartet who sang """"Daydream Believer"""" The Monkees""","""tv actors & roles (hi, wallace langham) played kirshner vh1's tv movie quartet sang """"daydream believer"""" monkees"""
131,3751,12/18/2000,Jeopardy!,TRAVEL & TOURISM,$300 ,We're not stringing you along: this capital of the Czech Republic is famous for its puppet theatres,Prague,geography,TRAVEL & TOURISM We're not stringing you along: this capital of the Czech Republic is famous for its puppet theatres Prague,travel & tourism stringing along: capital czech republic famous puppet theatres prague
132,3751,12/18/2000,Jeopardy!,"""""""I"""" LADS""",$300 ,"Nudge, nudge, wink, wink! This man seen here starred on a classic British comedy show",Eric Idle,people,"""""""I"""" LADS Nudge","""""""i"""" lads nudge"
133,3751,12/18/2000,Jeopardy!,FOREWORDS,$300 ,"""She said that her husband Frank O'Connor was the fuel that kept her spirited while she wrote """"The Fountainhead""""""",Ayn Rand,people,"""FOREWORDS She said that her husband Frank O'Connor was the fuel that kept her spirited while she wrote """"The Fountainhead"""" Ayn Rand""","""forewords said husband frank o'connor fuel kept spirited wrote """"the fountainhead"""" ayn rand"""
134,3751,12/18/2000,Jeopardy!,BACKWORDS,$300 ,You'd be naive to think you can make bottled water that's more popular than this,Evian (naive),consumables,BACKWORDS You'd be naive to think you can make bottled water that's more popular than this Evian (naive),backwords naive think make bottled water popular evian (naive)
135,3751,12/18/2000,Jeopardy!,ROYAL FEMALE NICKNAMES,$400 ,"""The 19th century's """"Widow of Windsor""""""",Queen Victoria,people,"""ROYAL FEMALE NICKNAMES The 19th century's """"Widow of Windsor"""" Queen Victoria""","""royal female nicknames 19th century's """"widow windsor"""" queen victoria"""
136,3751,12/18/2000,Jeopardy!,TV ACTORS & ROLES,$400 ,"""Teri Hatcher looked """"shipshape"""" as one of the singing """"mermaids"""" who jumped on board this cruisin' series in 1985""",The Love Boat,entertainment,"""TV ACTORS & ROLES Teri Hatcher looked """"shipshape"""" as one of the singing """"mermaids"""" who jumped on board this cruisin' series in 1985 The Love Boat""","""tv actors & roles teri hatcher looked """"shipshape"""" one singing """"mermaids"""" jumped board cruisin' series 1985 love boat"""
137,3751,12/18/2000,Jeopardy!,TRAVEL & TOURISM,$500 ,Jomo Kenyatta International Airport serves this world capital,"Nairobi, Kenya",geography,"TRAVEL & TOURISM Jomo Kenyatta International Airport serves this world capital Nairobi, Kenya","travel & tourism jomo kenyatta international airport serves world capital nairobi, kenya"
138,3751,12/18/2000,Jeopardy!,"""""""I"""" LADS""",$400 ,His is the first & longest book of the Bible's major prophets,Isaiah,religion,"""""""I"""" LADS His is the first & longest book of the Bible's major prophets Isaiah""","""""""i"""" lads first & longest book bible's major prophets isaiah"""
139,3751,12/18/2000,Jeopardy!,FOREWORDS,$400 ,"""One edition calls this Darwin opus one of """"the most readable and approachable"""" of revolutionary scientific works""",The Origin of Species,literature,"""FOREWORDS One edition calls this Darwin opus one of """"the most readable and approachable"""" of revolutionary scientific works The Origin of Species""","""forewords one edition calls darwin opus one """"the readable approachable"""" revolutionary scientific works origin species"""
140,3751,12/18/2000,Jeopardy!,BACKWORDS,$400 ,"Aye, lass, I'll wed thee ere this has dried on the fields",Dew (wed),literature,"BACKWORDS Aye, lass, I'll wed thee ere this has dried on the fields Dew (wed)","backwords aye, lass, wed thee ere dried fields dew (wed)"
141,3751,12/18/2000,Jeopardy!,ROYAL FEMALE NICKNAMES,$500 ,"""""""The Catholic"""" of 15th century Spain""",Queen Isabella,people,"""ROYAL FEMALE NICKNAMES """"The Catholic"""" of 15th century Spain Queen Isabella""","""royal female nicknames """"the catholic"""" 15th century spain queen isabella"""
142,3751,12/18/2000,Jeopardy!,TV ACTORS & ROLES,$500 ,"""On """"Saturday Night Live""""", he's famous for playing Craig the Cheerleader," Janet Reno & moi""",Will Ferrell,ferrell
143,3751,12/18/2000,Jeopardy!,TRAVEL & TOURISM,$500 ,"""Andrea Palladio's 1554 book on """"The Antiquities of"""" this city was the standard guidebook for some 200 years""",Rome,geography,"""TRAVEL & TOURISM Andrea Palladio's 1554 book on """"The Antiquities of"""" this city was the standard guidebook for some 200 years Rome""","""travel & tourism andrea palladio's 1554 book """"the antiquities of"""" city standard guidebook 200 years rome"""
144,3751,12/18/2000,Jeopardy!,"""""""I"""" LADS""",$500 ,This auto exec's autobiography is one of the bestselling nonfiction works in publishing history,Lee Iacocca,people,"""""""I"""" LADS This auto exec's autobiography is one of the bestselling nonfiction works in publishing history Lee Iacocca""","""""""i"""" lads auto exec's autobiography one bestselling nonfiction works publishing history lee iacocca"""
145,3751,12/18/2000,Jeopardy!,BACKWORDS,$500 ,"You know so much about policy, you qualify as this",Wonk (know),language,"BACKWORDS You know so much about policy, you qualify as this Wonk (know)","backwords know much policy, qualify wonk (know)"
146,3751,12/18/2000,Double Jeopardy!,PEOPLE IN HISTORY,$200 ,"After a 15-year stay in England, this proprietor of Pennsylvania returned to his colony in 1699",William Penn,people,"PEOPLE IN HISTORY After a 15-year stay in England, this proprietor of Pennsylvania returned to his colony in 1699 William Penn","people history 15-year stay england, proprietor pennsylvania returned colony 1699 william penn"
147,3751,12/18/2000,Double Jeopardy!,CINEMATIC DICTIONARY,$200 ,"SFX is the standard abbreviation for these, from the rustling of trees to cannon fire",Sound effects,entertainment,"CINEMATIC DICTIONARY SFX is the standard abbreviation for these, from the rustling of trees to cannon fire Sound effects","cinematic dictionary sfx standard abbreviation these, rustling trees cannon fire sound effects"
148,3751,12/18/2000,Double Jeopardy!,IT'S OURS!,$200 ,Saint-Pierre & Miquelon,France,geography,IT'S OURS! Saint-Pierre & Miquelon France,ours! saint-pierre & miquelon france
149,3751,12/18/2000,Double Jeopardy!,BRITISH FASHION,$200 ,"Designer Vivienne Westwood ran a shop with Malcolm McLaren, who launched this Johnny Rotten band",The Sex Pistols,music,"BRITISH FASHION Designer Vivienne Westwood ran a shop with Malcolm McLaren, who launched this Johnny Rotten band The Sex Pistols","british fashion designer vivienne westwood ran shop malcolm mclaren, launched johnny rotten band sex pistols"
150,3751,12/18/2000,Double Jeopardy!,ANDY WARHOL,$200 ,"Because he had the same thing for lunch every day for 20 years, Andy Warhol painted these, beginning in 1962",Campbell's Soup cans,art,"ANDY WARHOL Because he had the same thing for lunch every day for 20 years, Andy Warhol painted these, beginning in 1962 Campbell's Soup cans","andy warhol thing lunch every day 20 years, andy warhol painted these, beginning 1962 campbell's soup cans"
151,3751,12/18/2000,Double Jeopardy!,"""THEATRE CROSSWORD CLUES """"M""""""",$200 ,"""Lerner & Loewe's """"Lusty Month"""" (3)""",May,language,"""THEATRE CROSSWORD CLUES """"M"""" Lerner & Loewe's """"Lusty Month"""" (3) May""","""theatre crossword clues """"m"""" lerner & loewe's """"lusty month"""" (3) may"""
152,3751,12/18/2000,Double Jeopardy!,PEOPLE IN HISTORY,$400 ,This young man put his savings into a small Cleveland refinery in 1862 & eventually had an oil monopoly,John D. Rockefeller,people,PEOPLE IN HISTORY This young man put his savings into a small Cleveland refinery in 1862 & eventually had an oil monopoly John D. Rockefeller,people history young man put savings small cleveland refinery 1862 & eventually oil monopoly john d. rockefeller
153,3751,12/18/2000,Double Jeopardy!,CINEMATIC DICTIONARY,$400 ,"Term for the flow of a film, maintained by keeping details consistent throughout a scene",Continuity,language,"CINEMATIC DICTIONARY Term for the flow of a film, maintained by keeping details consistent throughout a scene Continuity","cinematic dictionary term flow film, maintained keeping details consistent throughout scene continuity"
154,3751,12/18/2000,Double Jeopardy!,IT'S OURS!,$400 ,Montserrat,Great Britain (United Kingdom),geography,IT'S OURS! Montserrat Great Britain (United Kingdom),ours! montserrat great britain (united kingdom)
155,3751,12/18/2000,Double Jeopardy!,BRITISH FASHION,$400 ,Star designer John Galliano was born Juan Carlos Galliano in this British possession at the tip of Spain,Gibraltar,geography,BRITISH FASHION Star designer John Galliano was born Juan Carlos Galliano in this British possession at the tip of Spain Gibraltar,british fashion star designer john galliano born juan carlos galliano british possession tip spain gibraltar
156,3751,12/18/2000,Double Jeopardy!,ANDY WARHOL,$400 ,"Warhol went against his Capitalist tendencies with his portrait of this man, seen here",Mao Tse-tung,art,"ANDY WARHOL Warhol went against his Capitalist tendencies with his portrait of this man, seen here Mao Tse-tung","andy warhol warhol went capitalist tendencies portrait man, seen mao tse-tung"
157,3751,12/18/2000,Double Jeopardy!,"""THEATRE CROSSWORD CLUES """"M""""""",$400 ,"""Patrick Dennis' """"Auntie"""" (4)""",Mame,literature,"""THEATRE CROSSWORD CLUES """"M"""" Patrick Dennis' """"Auntie"""" (4) Mame""","""theatre crossword clues """"m"""" patrick dennis' """"auntie"""" (4) mame"""
158,3751,12/18/2000,Double Jeopardy!,PEOPLE IN HISTORY,$600 ,First Lady Helen Taft led a fund-raising drive for a memorial to this 1912 marine disaster,Sinking of the Titanic,history,PEOPLE IN HISTORY First Lady Helen Taft led a fund-raising drive for a memorial to this 1912 marine disaster Sinking of the Titanic,people history first lady helen taft led fund-raising drive memorial 1912 marine disaster sinking titanic
159,3751,12/18/2000,Double Jeopardy!,CINEMATIC DICTIONARY,$600 ,"""Garland Jeffreys sang of having star-studded """"dreams"""" of this size"," like movie film""",35mm,entertainment,entertainment
160,3751,12/18/2000,Double Jeopardy!,IT'S OURS!,$600 ,Cook Islands,New Zealand,geography,IT'S OURS! Cook Islands New Zealand,ours! cook islands new zealand
161,3751,12/18/2000,Double Jeopardy!,BRITISH FASHION,$600 ,"""Katharine Hamnett created the '80s T-shirt telling us to """"choose"""" this""",Life,culture,"""BRITISH FASHION Katharine Hamnett created the '80s T-shirt telling us to """"choose"""" this Life""","""british fashion katharine hamnett created '80s t-shirt telling us """"choose"""" life"""
162,3751,12/18/2000,Double Jeopardy!,ANDY WARHOL,$600 ,"""Andy's """"15 minutes of fame"""" quote was once the motto of this magazine""",Interview,literature,"""ANDY WARHOL Andy's """"15 minutes of fame"""" quote was once the motto of this magazine Interview""","""andy warhol andy's """"15 minutes fame"""" quote motto magazine interview"""
163,3751,12/18/2000,Double Jeopardy!,"""THEATRE CROSSWORD CLUES """"M""""""",$600 ,"""It """"Becomes Electra"""" (8)""",Mourning,entertainment,"""THEATRE CROSSWORD CLUES """"M"""" It """"Becomes Electra"""" (8) Mourning""","""theatre crossword clues """"m"""" """"becomes electra"""" (8) mourning"""
164,3751,12/18/2000,Double Jeopardy!,PEOPLE IN HISTORY,$800 ,This Chiricahua Apache was a popular attraction at the 1904 World's Fair in St. Louis,Geronimo,history,PEOPLE IN HISTORY This Chiricahua Apache was a popular attraction at the 1904 World's Fair in St. Louis Geronimo,people history chiricahua apache popular attraction 1904 world's fair st. louis geronimo
165,3751,12/18/2000,Double Jeopardy!,CINEMATIC DICTIONARY,"$1,000 ",The inventors of this camera-stabilizing device won a special 1977 Oscar,Steadicam,science,CINEMATIC DICTIONARY The inventors of this camera-stabilizing device won a special 1977 Oscar Steadicam,cinematic dictionary inventors camera-stabilizing device won special 1977 oscar steadicam
166,3751,12/18/2000,Double Jeopardy!,IT'S OURS!,$800 ,Madeira Islands,Portugal,geography,IT'S OURS! Madeira Islands Portugal,ours! madeira islands portugal
167,3751,12/18/2000,Double Jeopardy!,ANDY WARHOL,"$2,000 ",Andy's loft on East 47th Street got this nickname from its former use & Andy's mass-production techniques,The Factory,art,ANDY WARHOL Andy's loft on East 47th Street got this nickname from its former use & Andy's mass-production techniques The Factory,andy warhol andy's loft east 47th street got nickname former use & andy's mass-production techniques factory
168,3751,12/18/2000,Double Jeopardy!,"""THEATRE CROSSWORD CLUES """"M""""""",$800 ,Colchian jilted by Jason (5),Medea,entertainment,"""THEATRE CROSSWORD CLUES """"M"""" Colchian jilted by Jason (5) Medea""","""theatre crossword clues """"m"""" colchian jilted jason (5) medea"""
169,3751,12/18/2000,Double Jeopardy!,PEOPLE IN HISTORY,"$1,000 ","""In 1801 this onetime VP compiled """"A Manual of Parliamentary Practice"""" still used in the U.S. Senate""",Thomas Jefferson,people,"""PEOPLE IN HISTORY In 1801 this onetime VP compiled """"A Manual of Parliamentary Practice"""" still used in the U.S. Senate Thomas Jefferson""","""people history 1801 onetime vp compiled """"a manual parliamentary practice"""" still used u.s. senate thomas jefferson"""
170,3751,12/18/2000,Double Jeopardy!,CINEMATIC DICTIONARY,"$1,000 ","""Near the end of the credits comes the """"cutter"""" of this"," the exposed but unfinished film""",Negative cutter,entertainment,entertainment
171,3751,12/18/2000,Double Jeopardy!,IT'S OURS!,"$1,000 ",Northern Mariana Islands,USA,geography,IT'S OURS! Northern Mariana Islands USA,ours! northern mariana islands usa
172,3751,12/18/2000,Double Jeopardy!,ANDY WARHOL,"$1,000 ",Warhol became the manager of this Lou Reed rock group in 1965 & produced their first album,Velvet Underground,art,ANDY WARHOL Warhol became the manager of this Lou Reed rock group in 1965 & produced their first album Velvet Underground,andy warhol warhol became manager lou reed rock group 1965 & produced first album velvet underground
173,3751,12/18/2000,Double Jeopardy!,"""THEATRE CROSSWORD CLUES """"M""""""","$1,000 ",Faust's fiendish foe (14),Mephistopheles,entertainment,"""THEATRE CROSSWORD CLUES """"M"""" Faust's fiendish foe (14) Mephistopheles""","""theatre crossword clues """"m"""" faust's fiendish foe (14) mephistopheles"""
174,3751,12/18/2000,Final Jeopardy!,SPORTS LEGENDS,None,"If Joe DiMaggio's hitting streak had gone one more game in 1941, this company would have given him a $10,000 contract",H.J. Heinz (Heinz 57 Varieties),people,"SPORTS LEGENDS If Joe DiMaggio's hitting streak had gone one more game in 1941, this company would have given him a $10,000 contract H.J. Heinz (Heinz 57 Varieties)","sports legends joe dimaggio's hitting streak gone one game 1941, company given $10,000 contract h.j. heinz (heinz 57 varieties)"
175,3673,7/19/2000,Jeopardy!,GENERAL SCIENCE,$100 ,"This white, glossy coating on your teeth is the hardest substance in the human body",Enamel,science,"GENERAL SCIENCE This white, glossy coating on your teeth is the hardest substance in the human body Enamel","general science white, glossy coating teeth hardest substance human body enamel"
176,3673,7/19/2000,Jeopardy!,GETTING POSSESSIVE,$100 ,"This bovine took the rap for the disastrous fire of October 8, 1871",Mrs. O'Leary's cow,history,"GETTING POSSESSIVE This bovine took the rap for the disastrous fire of October 8, 1871 Mrs. O'Leary's cow","getting possessive bovine took rap disastrous fire october 8, 1871 mrs. o'leary's cow"
177,3673,7/19/2000,Jeopardy!,FLAGS OF THE WORLD,$100 ,It's the kingdom whose flag is seen here (Union Jack),Great Britain/England,geography,FLAGS OF THE WORLD It's the kingdom whose flag is seen here (Union Jack) Great Britain/England,flags world kingdom whose flag seen (union jack) great britain/england
178,3673,7/19/2000,Jeopardy!,ARCHITECTS,$100 ,Minoru Yamasaki reached new heights with this New York City complex,World Trade Center,culture,ARCHITECTS Minoru Yamasaki reached new heights with this New York City complex World Trade Center,architects minoru yamasaki reached new heights new york city complex world trade center
179,3673,7/19/2000,Jeopardy!,1994 FILMS,$100 ,Quentin Tarantino directed this film & also had a bit role as Jimmy of Toluca Lake,Pulp Fiction,entertainment,1994 FILMS Quentin Tarantino directed this film & also had a bit role as Jimmy of Toluca Lake Pulp Fiction,1994 films quentin tarantino directed film & also bit role jimmy toluca lake pulp fiction
180,3673,7/19/2000,Jeopardy!,THE EYES HAVE IT,$100 ,"A student, or a minor in Roman law",Pupil,language,"THE EYES HAVE IT A student, or a minor in Roman law Pupil","eyes student, minor roman law pupil"
181,3673,7/19/2000,Jeopardy!,GENERAL SCIENCE,$200 ,The time it takes for 50% of the atoms to decay in a radioactive substance is called this,Half-life,science,GENERAL SCIENCE The time it takes for 50% of the atoms to decay in a radioactive substance is called this Half-life,general science time takes 50% atoms decay radioactive substance called half-life
182,3673,7/19/2000,Jeopardy!,GETTING POSSESSIVE,$200 ,"At 14,140 feet, this Rocky Mountain peak discovered in 1806 is one of Colorado's highest",Pike's Peak,geography,"GETTING POSSESSIVE At 14,140 feet, this Rocky Mountain peak discovered in 1806 is one of Colorado's highest Pike's Peak","getting possessive 14,140 feet, rocky mountain peak discovered 1806 one colorado's highest pike's peak"
183,3673,7/19/2000,Jeopardy!,FLAGS OF THE WORLD,$200 ,Seen here is the flag of this nation (the home of Bollywood),India,geography,FLAGS OF THE WORLD Seen here is the flag of this nation (the home of Bollywood) India,flags world seen flag nation (the home bollywood) india
184,3673,7/19/2000,Jeopardy!,ARCHITECTS,$200 ,"""William Pereira erected his Transamerica """"Pyramid"""" in this city""",San Francisco,geography,"""ARCHITECTS William Pereira erected his Transamerica """"Pyramid"""" in this city San Francisco""","""architects william pereira erected transamerica """"pyramid"""" city san francisco"""
185,3673,7/19/2000,Jeopardy!,1994 FILMS,$200 ,"As mad bomber Howard Payne in this film, Dennis Hopper planted a bomb on an L.A. area transit bus",Speed,entertainment,"1994 FILMS As mad bomber Howard Payne in this film, Dennis Hopper planted a bomb on an L.A. area transit bus Speed","1994 films mad bomber howard payne film, dennis hopper planted bomb l.a. area transit bus speed"
186,3673,7/19/2000,Jeopardy!,THE EYES HAVE IT,$200 ,A blow with a whip,Lash,language,THE EYES HAVE IT A blow with a whip Lash,eyes blow whip lash
187,3673,7/19/2000,Jeopardy!,GENERAL SCIENCE,$300 ,"While compounds of this element are added to table salt, in its pure form it's quite poisonous",Iodine,science,"GENERAL SCIENCE While compounds of this element are added to table salt, in its pure form it's quite poisonous Iodine","general science compounds element added table salt, pure form quite poisonous iodine"
188,3673,7/19/2000,Jeopardy!,GETTING POSSESSIVE,$300 ,"While one creation slept, God took this to make Eve",Adam's rib,religion,"GETTING POSSESSIVE While one creation slept, God took this to make Eve Adam's rib","getting possessive one creation slept, god took make eve adam's rib"
189,3673,7/19/2000,Jeopardy!,FLAGS OF THE WORLD,$300 ,Andy Garcia is a native of this country whose flag is seen here,Cuba,geography,FLAGS OF THE WORLD Andy Garcia is a native of this country whose flag is seen here Cuba,flags world andy garcia native country whose flag seen cuba
190,3673,7/19/2000,Jeopardy!,ARCHITECTS,$300 ,"Charles Bulfinch, who contributed to the Capitol in Washington, D.C., designed this city's state house on Beacon Hill",Boston,geography,"ARCHITECTS Charles Bulfinch, who contributed to the Capitol in Washington, D.C., designed this city's state house on Beacon Hill Boston","architects charles bulfinch, contributed capitol washington, d.c., designed city's state house beacon hill boston"
191,3673,7/19/2000,Jeopardy!,1994 FILMS,$300 ,"Jean Vander Pyl, who played Wilma in the original cartoon series, played Mrs. Feldspar in this movie adaptation",The Flintstones,entertainment,"1994 FILMS Jean Vander Pyl, who played Wilma in the original cartoon series, played Mrs. Feldspar in this movie adaptation The Flintstones","1994 films jean vander pyl, played wilma original cartoon series, played mrs. feldspar movie adaptation flintstones"
192,3673,7/19/2000,Jeopardy!,THE EYES HAVE IT,$300 ,A hollow area that holds a light bulb,Socket,language,THE EYES HAVE IT A hollow area that holds a light bulb Socket,eyes hollow area holds light bulb socket
193,3673,7/19/2000,Jeopardy!,GENERAL SCIENCE,$400 ,"""The """"super"""" class of these stars", the largest known," includes Antares & Betelgeuse""",Red giants,red giants
194,3673,7/19/2000,Jeopardy!,GETTING POSSESSIVE,$400 ,You'll find this triangular island about 4 miles off the southeast coast of Massachusetts,Martha's Vineyard,geography,GETTING POSSESSIVE You'll find this triangular island about 4 miles off the southeast coast of Massachusetts Martha's Vineyard,getting possessive find triangular island 4 miles southeast coast massachusetts martha's vineyard
195,3673,7/19/2000,Jeopardy!,FLAGS OF THE WORLD,$400 ,"In the 1990s, this nation whose flag is seen here moved its seat of government to a different city",Germany,geography,"FLAGS OF THE WORLD In the 1990s, this nation whose flag is seen here moved its seat of government to a different city Germany","flags world 1990s, nation whose flag seen moved seat government different city germany"
196,3673,7/19/2000,Jeopardy!,ARCHITECTS,$400 ,Dallas-Fort Worth Airport architect Gyo Obata helped design this Smithsonian museum,Air & Space Museum,culture,ARCHITECTS Dallas-Fort Worth Airport architect Gyo Obata helped design this Smithsonian museum Air & Space Museum,architects dallas-fort worth airport architect gyo obata helped design smithsonian museum air & space museum
197,3673,7/19/2000,Jeopardy!,1994 FILMS,$400 ,"""Containing the hit """"Can You Feel The Love Tonight"""""," it was Disney's first animated feature not based on an existing story""",The Lion King,entertainment,entertainment
198,3673,7/19/2000,Jeopardy!,THE EYES HAVE IT,$400 ,Flower seen here (that fits the category),Iris,nature,THE EYES HAVE IT Flower seen here (that fits the category) Iris,eyes flower seen (that fits category) iris
199,3673,7/19/2000,Jeopardy!,GENERAL SCIENCE,$500 ,"On the pH scale, a pH of 7 indicates this type of solution",Neutral,science,"GENERAL SCIENCE On the pH scale, a pH of 7 indicates this type of solution Neutral","general science ph scale, ph 7 indicates type solution neutral"
200,3673,7/19/2000,Jeopardy!,GETTING POSSESSIVE,$500 ,"In Exodus, this was thrown down before Pharaoh at Moses' instruction",Aaron's rod (turned into a snake),religion,"GETTING POSSESSIVE In Exodus, this was thrown down before Pharaoh at Moses' instruction Aaron's rod (turned into a snake)","getting possessive exodus, thrown pharaoh moses' instruction aaron's rod (turned snake)"
201,3673,7/19/2000,Jeopardy!,FLAGS OF THE WORLD,$500 ,"""This Mediterranean country whose flag is seen here is """"The Word""""""",Greece,geography,"""FLAGS OF THE WORLD This Mediterranean country whose flag is seen here is """"The Word"""" Greece""","""flags world mediterranean country whose flag seen """"the word"""" greece"""
202,3673,7/19/2000,Jeopardy!,ARCHITECTS,$500 ,Louis Skidmore designed the secret atomic site that became this Tennessee town,Oak Ridge,geography,ARCHITECTS Louis Skidmore designed the secret atomic site that became this Tennessee town Oak Ridge,architects louis skidmore designed secret atomic site became tennessee town oak ridge
203,3673,7/19/2000,Jeopardy!,1994 FILMS,$800 ,"""In this film Martin Scorsese says the TV audience wants """"To watch the money""""""",Quiz Show,entertainment,"""1994 FILMS In this film Martin Scorsese says the TV audience wants """"To watch the money"""" Quiz Show""","""1994 films film martin scorsese says tv audience wants """"to watch money"""" quiz show"""
204,3673,7/19/2000,Jeopardy!,THE EYES HAVE IT,$500 ,People say these are what you need to make it in Hollywood,Contacts,science,THE EYES HAVE IT People say these are what you need to make it in Hollywood Contacts,eyes people say need make hollywood contacts
205,3673,7/19/2000,Double Jeopardy!,ALASKA,$200 ,"4 different species of bears live in Alaska: Kodiak, grizzly, black & this",Polar bears,nature,"ALASKA 4 different species of bears live in Alaska: Kodiak, grizzly, black & this Polar bears","alaska 4 different species bears live alaska: kodiak, grizzly, black & polar bears"
206,3673,7/19/2000,Double Jeopardy!,INTERNATIONAL SPORTSMEN,$200 ,Nike's stock fell when this basketball player announced his retirement in January 1999,Michael Jordan,people,INTERNATIONAL SPORTSMEN Nike's stock fell when this basketball player announced his retirement in January 1999 Michael Jordan,international sportsmen nike's stock fell basketball player announced retirement january 1999 michael jordan
207,3673,7/19/2000,Double Jeopardy!,DRAMA QUEENS,$200 ,"In Euripides' play about this famed beauty, it's her double who goes to Troy",Helen,entertainment,"DRAMA QUEENS In Euripides' play about this famed beauty, it's her double who goes to Troy Helen","drama queens euripides' play famed beauty, double goes troy helen"
208,3673,7/19/2000,Double Jeopardy!,ANGELS,$200 ,In 1996 John Travolta spread his wings as this archangel,Michael,people,ANGELS In 1996 John Travolta spread his wings as this archangel Michael,angels 1996 john travolta spread wings archangel michael
209,3673,7/19/2000,Double Jeopardy!,IN EXILE,$200 ,"Porfirio Diaz seized power in this country in 1876, ruled for 35 years, fled in 1911 & died in exile",Mexico,geography,"IN EXILE Porfirio Diaz seized power in this country in 1876, ruled for 35 years, fled in 1911 & died in exile Mexico","exile porfirio diaz seized power country 1876, ruled 35 years, fled 1911 & died exile mexico"
210,3673,7/19/2000,Double Jeopardy!,"""THE """"I""""s HAVE IT""",$200 ,"""This term for a fluid can also mean """"to sign"""" as a contract""",Ink,science,"""THE """"I""""s HAVE IT This term for a fluid can also mean """"to sign"""" as a contract Ink""","""the """"i""""s term fluid also mean """"to sign"""" contract ink"""
211,3673,7/19/2000,Double Jeopardy!,ALASKA,$400 ,"Tony Knowles is pulling in $81,648 per annum in this job",Governor,history,"ALASKA Tony Knowles is pulling in $81,648 per annum in this job Governor","alaska tony knowles pulling $81,648 per annum job governor"
212,3673,7/19/2000,Double Jeopardy!,INTERNATIONAL SPORTSMEN,$400 ,Ronaldo Luiz Nazario de Lima began playing this sport for Brazil's national team at age 17,Soccer,sports,INTERNATIONAL SPORTSMEN Ronaldo Luiz Nazario de Lima began playing this sport for Brazil's national team at age 17 Soccer,international sportsmen ronaldo luiz nazario de lima began playing sport brazil's national team age 17 soccer
213,3673,7/19/2000,Double Jeopardy!,DRAMA QUEENS,$400 ,"In a Shaw play, Caesar finds her hiding on a Sphinx",Cleopatra,people,"DRAMA QUEENS In a Shaw play, Caesar finds her hiding on a Sphinx Cleopatra","drama queens shaw play, caesar finds hiding sphinx cleopatra"
214,3673,7/19/2000,Double Jeopardy!,ANGELS,$400 ,"""In Book III of """"Paradise Lost""""", the angels play these," which are """"golden"""" & """"ever-tuned""""""",harps,harps
215,3673,7/19/2000,Double Jeopardy!,IN EXILE,$400 ,In 1462 this printer known for movable type had to move out of Mainz,Johannes Gutenberg,people,IN EXILE In 1462 this printer known for movable type had to move out of Mainz Johannes Gutenberg,exile 1462 printer known movable type move mainz johannes gutenberg
216,3673,7/19/2000,Double Jeopardy!,"""THE """"I""""s HAVE IT""",$400 ,Style of the 1877 painting seen here,Impressionism,art,"""THE """"I""""s HAVE IT Style of the 1877 painting seen here Impressionism""","""the """"i""""s style 1877 painting seen impressionism"""
217,3673,7/19/2000,Double Jeopardy!,ALASKA,$600 ,This second-largest Alaskan city wasn't named for an actor,Fairbanks,geography,ALASKA This second-largest Alaskan city wasn't named for an actor Fairbanks,alaska second-largest alaskan city named actor fairbanks
218,3673,7/19/2000,Double Jeopardy!,INTERNATIONAL SPORTSMEN,$600 ,Vladimir Samsonov is touted as Europe's only hope against China in this game,Ping-pong,sports,INTERNATIONAL SPORTSMEN Vladimir Samsonov is touted as Europe's only hope against China in this game Ping-pong,international sportsmen vladimir samsonov touted europe's hope china game ping-pong
219,3673,7/19/2000,Double Jeopardy!,DRAMA QUEENS,$600 ,"A 1952 play covered the young life of this queen, like a 1998 Cate Blanchett film",Elizabeth I,people,"DRAMA QUEENS A 1952 play covered the young life of this queen, like a 1998 Cate Blanchett film Elizabeth I","drama queens 1952 play covered young life queen, like 1998 cate blanchett film elizabeth"
220,3673,7/19/2000,Double Jeopardy!,ANGELS,$600 ,"""ABBA sang about these & Curtis Lee sang about """"Pretty Little"""" these""",Angel Eyes,music,"""ANGELS ABBA sang about these & Curtis Lee sang about """"Pretty Little"""" these Angel Eyes""","""angels abba sang & curtis lee sang """"pretty little"""" angel eyes"""
221,3673,7/19/2000,Double Jeopardy!,IN EXILE,$600 ,"Exiled for manslaughter, Eric the Red was forced to leave this country around 981",Iceland,geography,"IN EXILE Exiled for manslaughter, Eric the Red was forced to leave this country around 981 Iceland","exile exiled manslaughter, eric red forced leave country around 981 iceland"
222,3673,7/19/2000,Double Jeopardy!,"""THE """"I""""s HAVE IT""",$600 ,"""Arabic for """"son of"""""," it comes before names like Saud""",Ibn,language,language
223,3673,7/19/2000,Double Jeopardy!,ALASKA,$800 ,One of the 3 mottos that have been featured on regular Alaskan license plates,"""""""The Last Frontier"""""," """"The Great Land"""""," or """"North to the Future"""""""," """"north future"""""""
